MAINTENANCE_AGENCY_ID,MAPPING_ID,NAME,MAPPING_TYPE,CODE,ALGORITHM,MEMBER_MAPPING_ID,VARIABLE_MAPPING_ID
ECB,SHS_PRIMARY_ASSET_CLASS,Mapping of Primary asset classification for the template SHS,E,SHS_PRIMARY_ASSET_CLASS,,SHS_PRIMARY_ASSET_CLASS,SHS_PRIMARY_ASSET_CLASS
ECB,SHS_IMMEDIATE_PARENT_ID,SHS_IMMEDIATE_PARENT_ID,A,SHS_IMMEDIATE_PARENT_ID,,,SHS_IMMEDIATE_PARENT_ID
ECB,SHS_ENTITY_ACC_STANDARD,Mapping of Accounting Standard of the entity for the template SHS,E,SHS_ENTITY_ACC_STANDARD,,SHS_ENTITY_ACC_STANDARD,SHS_ENTITY_ACC_STANDARD
ECB,SHS_DIVIDEND_SETTL_DATE,SHS_DIVIDEND_SETTL_DATE,A,SHS_DIVIDEND_SETTL_DATE,,,SHS_DIVIDEND_SETTL_DATE
ECB,SHS_ACCMLTD_CHNGS_FV_CR,SHS_ACCMLTD_CHNGS_FV_CR,A,SHS_ACCMLTD_CHNGS_FV_CR,,,SHS_ACCMLTD_CHNGS_FV_CR
ECB,SHS_FUNCTIONAL_CATEGORY,Mapping of Function for the template SHS,E,SHS_FUNCTIONAL_CATEGORY,,SHS_FUNCTIONAL_CATEGORY,SHS_FUNCTIONAL_CATEGORY
ECB,SHS_APPRCH_PRDNTL_PRPSS,Mapping of Approach for prudential purposes for the template SHS,E,SHS_APPRCH_PRDNTL_PRPSS,,SHS_APPRCH_PRDNTL_PRPSS,SHS_APPRCH_PRDNTL_PRPSS
ECB,SHS_DIVIDEND_AMOUNT_TYPE,Mapping of Dividend amount type for the template SHS,E,SHS_DIVIDEND_AMOUNT_TYPE,,SHS_DIVIDEND_AMOUNT_TYPE,SHS_DIVIDEND_AMOUNT_TYPE
ECB,SHS_SECURITY_STATUS_DATE,SHS_SECURITY_STATUS_DATE,A,SHS_SECURITY_STATUS_DATE,,,SHS_SECURITY_STATUS_DATE
ECB,SHS_CMLTV_RCVRS_SNC_DFLT,SHS_CMLTV_RCVRS_SNC_DFLT,A,SHS_CMLTV_RCVRS_SNC_DFLT,,,SHS_CMLTV_RCVRS_SNC_DFLT
ECB,SHS_DT_DFLT_STTS_INSTRMNT,SHS_DT_DFLT_STTS_INSTRMNT,A,SHS_DT_DFLT_STTS_INSTRMNT,,,SHS_DT_DFLT_STTS_INSTRMNT
ECB,SHS_IMPRMNT_ASSSSMNT_MTHD,Mapping of Impairment assessment method for the template SHS,E,SHS_IMPRMNT_ASSSSMNT_MTHD,,SHS_IMPRMNT_ASSSSMNT_MTHD,SHS_IMPRMNT_ASSSSMNT_MTHD
ECB,SHS_INTRA_GROUP_ACC_SCOPE,Mapping of Issuer is part of the Group (accounting scope) for the template SHS,E,SHS_INTRA_GROUP_ACC_SCOPE,,SHS_INTRA_GROUP_ACC_SCOPE,SHS_INTRA_GROUP_ACC_SCOPE
ECB,SHS_INTRA_GROUP_PRUD_SCOPE,Mapping of Issuer is part of the Group (prudential scope) for the template SHS,E,SHS_INTRA_GROUP_PRUD_SCOPE,,SHS_INTRA_GROUP_PRUD_SCOPE,SHS_INTRA_GROUP_PRUD_SCOPE
ECB,SHS_IMMEDIATE_PARENT_ID_TYPE,Mapping of Immediate parent ID type for the template SHS,E,SHS_IMMEDIATE_PARENT_ID_TYPE,,SHS_IMMEDIATE_PARENT_ID_TYPE,SHS_IMMEDIATE_PARENT_ID_TYPE
ECB,SHS_ASSET_SECURITISATION_TYPE,Mapping of Asset securitisation type for the template SHS,E,SHS_ASSET_SECURITISATION_TYPE,,SHS_ASSET_SECURITISATION_TYPE,SHS_ASSET_SECURITISATION_TYPE
ECB,FREQ,Mapping of Frequency for the template FREQ,E,FREQ,,FREQ,FREQ
ECB,REF_AREA,Mapping of Reference area for the template REFAREA,E,REF_AREA,,REF_AREA,REF_AREA
ECB,ADJUSTMENT,Mapping of Adjustment indicator for the template ADJUSTMENT,E,ADJUSTMENT,,ADJUSTMENT,ADJUSTMENT
ECB,BS_REP_SECTOR,Mapping of BS reference sector breakdown for the template BSREPSECTOR,E,BS_REP_SECTOR,,BS_REP_SECTOR,BS_REP_SECTOR
ECB,MATURITY_ORIG,"Mapping of Balance sheet item, Data type, Original maturity for the template MATURITYORIG",E,MATURITY_ORIG,,MATURITY_ORIG,MATURITY_ORIG
ECB,COUNT_AREA,Mapping of Counterpart area for the template COUNTAREA,E,COUNT_AREA,,COUNT_AREA,COUNT_AREA
ECB,BS_COUNT_SECTOR,Mapping of BS counterpart sector for the template BSCOUNTSECTOR,E,BS_COUNT_SECTOR,,BS_COUNT_SECTOR,BS_COUNT_SECTOR
ECB,CURRENCY_TRANS,Mapping of Currency of transaction for the template CURRENCYTRANS,E,CURRENCY_TRANS,,CURRENCY_TRANS,CURRENCY_TRANS
ECB,BS_SUFFIX,Mapping of Balance sheet suffix for the template BSSUFFIX,E,BS_SUFFIX,,BS_SUFFIX,BS_SUFFIX
ECB,OBS_DATE,OBS_DATE,A,OBS_DATE,,,OBS_DATE
ECB,OBS_VALUE,OBS_VALUE,A,OBS_VALUE,,,OBS_VALUE
ECB,MFI_LIST_IND,MFI_LIST_IND,A,MFI_LIST_IND,,,MFI_LIST_IND
ECB,DPM_ECC_MCG_AE_F36.02.b,"Mapping of Main category of collateral or guarantee received, Exposure class of the collateral received for the template AEF36.02.b",E,DPM_ECC_MCG_AE_F36.02.b,,DPM_ECC_MCG_AE_F36.02.b,DPM_ECC_MCG_AE_F36.02.b
ECB,DPM_CPE_AE_F32.04.b,Mapping of Counterparty sector of the source of encumbrance for the template AEF32.04.b,E,DPM_CPE_AE_F32.04.b,,DPM_CPE_AE_F32.04.b,DPM_CPE_AE_F32.04.b
ECB,DPM_CPE_CPS_AE_F32.04.a,"Mapping of Counterparty sector of the source of encumbrance, Counterparty sector for the template AEF32.04.a",E,DPM_CPE_CPS_AE_F32.04.a,,DPM_CPE_CPS_AE_F32.04.a,DPM_CPE_CPS_AE_F32.04.a
ECB,DPM_MCY_AE_F32.03.a,Mapping of Main category for the template AEF32.03.a,E,DPM_MCY_AE_F32.03.a,,DPM_MCY_AE_F32.03.a,DPM_MCY_AE_F32.03.a
ECB,DPM_BAS_EXC_MCG_MCY_AE_F32.01,"Mapping of Base, Exposure class, Main category of collateral or guarantee received, Main category for the template AEF32.01",E,DPM_BAS_EXC_MCG_MCY_AE_F32.01,,DPM_BAS_EXC_MCG_MCY_AE_F32.01,DPM_BAS_EXC_MCG_MCY_AE_F32.01
ECB,DPM_CPC_AE_F36.01.b,Mapping of Counterparty sector of the collateral for the template AEF36.01.b,E,DPM_CPC_AE_F36.01.b,,DPM_CPC_AE_F36.01.b,DPM_CPC_AE_F36.01.b
ECB,DPM_MCS_AE_F32.04.b,Mapping of Main category of the source of encumbrance for the template AEF32.04.b,E,DPM_MCS_AE_F32.04.b,,DPM_MCS_AE_F32.04.b,DPM_MCS_AE_F32.04.b
ECB,DPM_MCS_SST_AE_F32.03.a,"Mapping of Main category of the source of encumbrance, Securitisation structure for the template AEF32.03.a",E,DPM_MCS_SST_AE_F32.03.a,,DPM_MCS_SST_AE_F32.03.a,DPM_MCS_SST_AE_F32.03.a
ECB,DPM_BAS_ECC_EXC_MCG_MCY_AE_F36.02.a,"Mapping of Base, Exposure class of the collateral received, Exposure class, Main category of collateral or guarantee received, Main category for the template AEF36.02.a",E,DPM_BAS_ECC_EXC_MCG_MCY_AE_F36.02.a,,DPM_BAS_ECC_EXC_MCG_MCY_AE_F36.02.a,DPM_BAS_ECC_EXC_MCG_MCY_AE_F36.02.a
ECB,DPM_BAS_EXC_MCY_AE_F36.01.a,"Mapping of Base, Main category, Exposure class for the template AEF36.01.a",E,DPM_BAS_EXC_MCY_AE_F36.01.a,,DPM_BAS_EXC_MCY_AE_F36.01.a,DPM_BAS_EXC_MCY_AE_F36.01.a
ECB,DPM_CPS_AE_F32.01,Mapping of Counterparty sector for the template AEF32.01,E,DPM_CPS_AE_F32.01,,DPM_CPS_AE_F32.01,DPM_CPS_AE_F32.01
ECB,DPM_CPC_AE_F32.02.a,Mapping of Counterparty sector of the collateral for the template AEF32.02.a,E,DPM_CPC_AE_F32.02.a,,DPM_CPC_AE_F32.02.a,DPM_CPC_AE_F32.02.a
ECB,DPM_BAS_MCS_MCY_AE_F32.04.a,"Mapping of Base, Main category, Main category of the source of encumbrance for the template AEF32.04.a",E,DPM_BAS_MCS_MCY_AE_F32.04.a,,DPM_BAS_MCS_MCY_AE_F32.04.a,DPM_BAS_MCS_MCY_AE_F32.04.a
ECB,DPM_ECC_MCG_AE_F36.01.b,"Mapping of Main category of collateral or guarantee received, Exposure class of the collateral received for the template AEF36.01.b",E,DPM_ECC_MCG_AE_F36.01.b,,DPM_ECC_MCG_AE_F36.01.b,DPM_ECC_MCG_AE_F36.01.b
ECB,DPM_BAS_ECC_EXC_MCG_MCY_AE_F32.02.a,"Mapping of Base, Exposure class of the collateral received, Exposure class, Main category of collateral or guarantee received, Main category for the template AEF32.02.a",E,DPM_BAS_ECC_EXC_MCG_MCY_AE_F32.02.a,,DPM_BAS_ECC_EXC_MCG_MCY_AE_F32.02.a,DPM_BAS_ECC_EXC_MCG_MCY_AE_F32.02.a
ECB,DPM_ei152,Mapping of Jurisdiction of incorporation,E,DPM_ei152,,DPM_ei152,DPM_ei152
ECB,DPM_ei218,Mapping of Sector,E,DPM_ei218,,DPM_ei218,DPM_ei218
ECB,DPM_ei219,Mapping of Sector of the counterparty,E,DPM_ei219,,DPM_ei219,DPM_ei219
ECB,DPM_ei364,Mapping of Accounting consolidation code (IFRS Group),E,DPM_ei364,,DPM_ei364,DPM_ei364
ECB,DPM_mi109,DPM_mi109,A,DPM_mi109,,,DPM_mi109
ECB,DPM_mi110,DPM_mi110,A,DPM_mi110,,,DPM_mi110
ECB,DPM_mi134,DPM_mi134,A,DPM_mi134,,,DPM_mi134
ECB,DPM_mi135,DPM_mi135,A,DPM_mi135,,,DPM_mi135
ECB,DPM_mi136,DPM_mi136,A,DPM_mi136,,,DPM_mi136
ECB,DPM_mi164,DPM_mi164,A,DPM_mi164,,,DPM_mi164
ECB,DPM_mi170,DPM_mi170,A,DPM_mi170,,,DPM_mi170
ECB,DPM_mi172,DPM_mi172,A,DPM_mi172,,,DPM_mi172
ECB,DPM_mi191,DPM_mi191,A,DPM_mi191,,,DPM_mi191
ECB,DPM_mi195,DPM_mi195,A,DPM_mi195,,,DPM_mi195
ECB,DPM_mi339,DPM_mi339,A,DPM_mi339,,,DPM_mi339
ECB,DPM_mi340,DPM_mi340,A,DPM_mi340,,,DPM_mi340
ECB,DPM_mi35,DPM_mi35,A,DPM_mi35,,,DPM_mi35
ECB,DPM_mi37,DPM_mi37,A,DPM_mi37,,,DPM_mi37
ECB,DPM_mi43,DPM_mi43,A,DPM_mi43,,,DPM_mi43
ECB,DPM_mi45,DPM_mi45,A,DPM_mi45,,,DPM_mi45
ECB,DPM_mi500,DPM_mi500,A,DPM_mi500,,,DPM_mi500
ECB,DPM_mi501,DPM_mi501,A,DPM_mi501,,,DPM_mi501
ECB,DPM_mi502,DPM_mi502,A,DPM_mi502,,,DPM_mi502
ECB,DPM_mi503,DPM_mi503,A,DPM_mi503,,,DPM_mi503
ECB,DPM_mi504,DPM_mi504,A,DPM_mi504,,,DPM_mi504
ECB,DPM_mi505,DPM_mi505,A,DPM_mi505,,,DPM_mi505
ECB,DPM_mi506,DPM_mi506,A,DPM_mi506,,,DPM_mi506
ECB,DPM_mi507,DPM_mi507,A,DPM_mi507,,,DPM_mi507
ECB,DPM_mi508,DPM_mi508,A,DPM_mi508,,,DPM_mi508
ECB,DPM_mi65,DPM_mi65,A,DPM_mi65,,,DPM_mi65
ECB,DPM_mi7,DPM_mi7,A,DPM_mi7,,,DPM_mi7
ECB,DPM_mi9,DPM_mi9,A,DPM_mi9,,,DPM_mi9
ECB,DPM_md103,DPM_md103,A,DPM_md103,,,DPM_md103
ECB,DPM_md104,DPM_md104,A,DPM_md104,,,DPM_md104
ECB,DPM_md105,DPM_md105,A,DPM_md105,,,DPM_md105
ECB,DPM_md108,DPM_md108,A,DPM_md108,,,DPM_md108
ECB,DPM_md11,DPM_md11,A,DPM_md11,,,DPM_md11
ECB,DPM_md114,DPM_md114,A,DPM_md114,,,DPM_md114
ECB,DPM_md12,DPM_md12,A,DPM_md12,,,DPM_md12
ECB,DPM_md13,DPM_md13,A,DPM_md13,,,DPM_md13
ECB,DPM_md131,DPM_md131,A,DPM_md131,,,DPM_md131
ECB,DPM_md139,DPM_md139,A,DPM_md139,,,DPM_md139
ECB,DPM_md14,DPM_md14,A,DPM_md14,,,DPM_md14
ECB,DPM_md140,DPM_md140,A,DPM_md140,,,DPM_md140
ECB,DPM_md147,DPM_md147,A,DPM_md147,,,DPM_md147
ECB,DPM_md149,DPM_md149,A,DPM_md149,,,DPM_md149
ECB,DPM_md150,DPM_md150,A,DPM_md150,,,DPM_md150
ECB,DPM_md151,DPM_md151,A,DPM_md151,,,DPM_md151
ECB,DPM_md186,DPM_md186,A,DPM_md186,,,DPM_md186
ECB,DPM_md197,DPM_md197,A,DPM_md197,,,DPM_md197
ECB,DPM_md199,DPM_md199,A,DPM_md199,,,DPM_md199
ECB,DPM_md200,DPM_md200,A,DPM_md200,,,DPM_md200
ECB,DPM_md201,DPM_md201,A,DPM_md201,,,DPM_md201
ECB,DPM_md202,DPM_md202,A,DPM_md202,,,DPM_md202
ECB,DPM_md203,DPM_md203,A,DPM_md203,,,DPM_md203
ECB,DPM_md210,DPM_md210,A,DPM_md210,,,DPM_md210
ECB,DPM_md216,DPM_md216,A,DPM_md216,,,DPM_md216
ECB,DPM_md233,DPM_md233,A,DPM_md233,,,DPM_md233
ECB,DPM_md239,DPM_md239,A,DPM_md239,,,DPM_md239
ECB,DPM_md240,DPM_md240,A,DPM_md240,,,DPM_md240
ECB,DPM_md241,DPM_md241,A,DPM_md241,,,DPM_md241
ECB,DPM_md242,DPM_md242,A,DPM_md242,,,DPM_md242
ECB,DPM_md249,DPM_md249,A,DPM_md249,,,DPM_md249
ECB,DPM_md251,DPM_md251,A,DPM_md251,,,DPM_md251
ECB,DPM_md252,DPM_md252,A,DPM_md252,,,DPM_md252
ECB,DPM_md254,DPM_md254,A,DPM_md254,,,DPM_md254
ECB,DPM_md46,DPM_md46,A,DPM_md46,,,DPM_md46
ECB,DPM_md509,DPM_md509,A,DPM_md509,,,DPM_md509
ECB,DPM_md510,DPM_md510,A,DPM_md510,,,DPM_md510
ECB,DPM_md511,DPM_md511,A,DPM_md511,,,DPM_md511
ECB,DPM_md512,DPM_md512,A,DPM_md512,,,DPM_md512
ECB,DPM_md513,DPM_md513,A,DPM_md513,,,DPM_md513
ECB,DPM_md514,DPM_md514,A,DPM_md514,,,DPM_md514
ECB,DPM_md515,DPM_md515,A,DPM_md515,,,DPM_md515
ECB,DPM_md516,DPM_md516,A,DPM_md516,,,DPM_md516
ECB,DPM_md59,DPM_md59,A,DPM_md59,,,DPM_md59
ECB,DPM_md60,DPM_md60,A,DPM_md60,,,DPM_md60
ECB,DPM_md62,DPM_md62,A,DPM_md62,,,DPM_md62
ECB,DPM_md67,DPM_md67,A,DPM_md67,,,DPM_md67
ECB,DPM_md69,DPM_md69,A,DPM_md69,,,DPM_md69
ECB,DPM_md70,DPM_md70,A,DPM_md70,,,DPM_md70
ECB,DPM_md71,DPM_md71,A,DPM_md71,,,DPM_md71
ECB,DPM_md72,DPM_md72,A,DPM_md72,,,DPM_md72
ECB,DPM_md73,DPM_md73,A,DPM_md73,,,DPM_md73
ECB,DPM_md83,DPM_md83,A,DPM_md83,,,DPM_md83
ECB,DPM_md85,DPM_md85,A,DPM_md85,,,DPM_md85
ECB,DPM_pi221,DPM_pi221,A,DPM_pi221,,,DPM_pi221
ECB,DPM_pi223,DPM_pi223,A,DPM_pi223,,,DPM_pi223
ECB,DPM_si168,DPM_si168,A,DPM_si168,,,DPM_si168
ECB,DPM_si169,DPM_si169,A,DPM_si169,,,DPM_si169
ECB,DPM_si288,DPM_si288,A,DPM_si288,,,DPM_si288
ECB,DPM_si289,DPM_si289,A,DPM_si289,,,DPM_si289
ECB,DPM_si299,DPM_si299,A,DPM_si299,,,DPM_si299
ECB,DPM_ei138,Mapping of Group structure,E,DPM_ei138,,DPM_ei138,DPM_ei138
ECB,DPM_ei365,Mapping of Accounting consolidation code (CRR Group),E,DPM_ei365,,DPM_ei365,DPM_ei365
ECB,DPM_di113,DPM_di113,A,DPM_di113,,,DPM_di113
ECB,DPM_mi772,DPM_mi772,A,DPM_mi772,,,DPM_mi772
ECB,DPM_md677,DPM_md677,A,DPM_md677,,,DPM_md677
ECB,DPM_md771,DPM_md771,A,DPM_md771,,,DPM_md771
ECB,DPM_mi679,DPM_mi679,A,DPM_mi679,,,DPM_mi679
ECB,DPM_mi678,DPM_mi678,A,DPM_mi678,,,DPM_mi678
ECB,DPM_mi66,DPM_mi66,A,DPM_mi66,,,DPM_mi66
ECB,DPM_md675,DPM_md675,A,DPM_md675,,,DPM_md675
ECB,DPM_ii676,DPM_ii676,A,DPM_ii676,,,DPM_ii676
ECB,DPM_mi770,DPM_mi770,A,DPM_mi770,,,DPM_mi770
ECB,DPM_md683,DPM_md683,A,DPM_md683,,,DPM_md683
ECB,DPM_md684,DPM_md684,A,DPM_md684,,,DPM_md684
ECB,DPM_md685,DPM_md685,A,DPM_md685,,,DPM_md685
ECB,DPM_md686,DPM_md686,A,DPM_md686,,,DPM_md686
ECB,DPM_md687,DPM_md687,A,DPM_md687,,,DPM_md687
ECB,DPM_mi688,DPM_mi688,A,DPM_mi688,,,DPM_mi688
ECB,DPM_mi689,DPM_mi689,A,DPM_mi689,,,DPM_mi689
ECB,DPM_ri695,DPM_ri695,A,DPM_ri695,,,DPM_ri695
ECB,DPM_mi696,DPM_mi696,A,DPM_mi696,,,DPM_mi696
ECB,DPM_mi697,DPM_mi697,A,DPM_mi697,,,DPM_mi697
ECB,DPM_ri769,DPM_ri769,A,DPM_ri769,,,DPM_ri769
ECB,DPM_ii699,DPM_ii699,A,DPM_ii699,,,DPM_ii699
ECB,DPM_mi690,DPM_mi690,A,DPM_mi690,,,DPM_mi690
ECB,DPM_mi691,DPM_mi691,A,DPM_mi691,,,DPM_mi691
ECB,DPM_mi692,DPM_mi692,A,DPM_mi692,,,DPM_mi692
ECB,DPM_mi693,DPM_mi693,A,DPM_mi693,,,DPM_mi693
ECB,DPM_ii694,DPM_ii694,A,DPM_ii694,,,DPM_ii694
ECB,DPM_mi682,DPM_mi682,A,DPM_mi682,,,DPM_mi682
ECB,DPM_si477,DPM_si477,A,DPM_si477,,,DPM_si477
ECB,DPM_si476,DPM_si476,A,DPM_si476,,,DPM_si476
ECB,DPM_si475,DPM_si475,A,DPM_si475,,,DPM_si475
ECB,DPM_BAS,Mapping of Base,E,DPM_BAS,,DPM_BAS,DPM_BAS
ECB,DPM_ValueString,DPM_ValueString,A,DPM_ValueString,,,DPM_ValueString
ECB,DPM_BAS_APL,"Mapping of Accounting portfolio, Base",E,DPM_BAS_APL,,DPM_BAS_APL,DPM_BAS_APL
ECB,DPM_CPS,Mapping of Counterparty sector,E,DPM_CPS,,DPM_CPS,DPM_CPS
ECB,DPM_MCB_MCY,"Mapping of Main category, Instrument",E,DPM_MCB_MCY,,DPM_MCB_MCY,DPM_MCB_MCY
ECB,DPM_MCG,Mapping of Main category of collateral or guarantee received,E,DPM_MCG,,DPM_MCG,DPM_MCG
ECB,DPM_PUR,Mapping of Purpose,E,DPM_PUR,,DPM_PUR,DPM_PUR
ECB,DPM_CPS_CPZ,"Mapping of Counterparty sector, Size of the counterparty",E,DPM_CPS_CPZ,,DPM_CPS_CPZ,DPM_CPS_CPZ
ECB,DPM_MCB_MCY_2.9,"Mapping of Main category, Instrument for the template 2.9",E,DPM_MCB_MCY_2.9,,DPM_MCB_MCY_2.9,DPM_MCB_MCY_2.9
ECB,DPM_PFS,Mapping of Performing status,E,DPM_PFS,,DPM_PFS,DPM_PFS
ECB,DPM_REF,Mapping of Reference date or period,E,DPM_REF,,DPM_REF,DPM_REF
ECB,DPM_FBS,Mapping of Forbearance status,E,DPM_FBS,,DPM_FBS,DPM_FBS
ECB,DPM_MCB_MCY_MCG,"Mapping of Main category, Main category of collateral or guarantee received, Instrument",E,DPM_MCB_MCY_MCG,,DPM_MCB_MCY_MCG,DPM_MCB_MCY_MCG
ECB,DPM_PFS_TPD,"Mapping of Performing status, Time past due",E,DPM_PFS_TPD,,DPM_PFS_TPD,DPM_PFS_TPD
ECB,DPM_FLW,Mapping of Flows (direction),E,DPM_FLW,,DPM_FLW,DPM_FLW
ECB,DPM_CPS_CPZ_MCC_MCG_MCY_PUR,"Mapping of Main category of collateral or guarantee given, Main category, Counterparty sector, Main category of collateral or guarantee received, Purpose, Size of the counterparty",E,DPM_CPS_CPZ_MCC_MCG_MCY_PUR,,DPM_CPS_CPZ_MCC_MCG_MCY_PUR,DPM_CPS_CPZ_MCC_MCG_MCY_PUR
ECB,DPM_BAS_MCY,"Mapping of Base, Main category",E,DPM_BAS_MCY,,DPM_BAS_MCY,DPM_BAS_MCY
ECB,DPM_MCV_F_16.08,Mapping of (Sub-)Type of expense for the template F16.08,E,DPM_MCV_F_16.08,,DPM_MCV_F_16.08,DPM_MCV_F_16.08
ECB,DPM_BAS_ALO_IMS_APL,"Mapping of Base, Accounting portfolio, Impairment status, Type of allowance",E,DPM_BAS_ALO_IMS_APL,,DPM_BAS_ALO_IMS_APL,DPM_BAS_ALO_IMS_APL
ECB,DPM_CPS_CPZ_MCY_TMA,"Mapping of Main category, Counterparty sector, Size of the counterparty, Type of market",E,DPM_CPS_CPZ_MCY_TMA,,DPM_CPS_CPZ_MCY_TMA,DPM_CPS_CPZ_MCY_TMA
ECB,DPM_LAC,Mapping of Location of the activities,E,DPM_LAC,,DPM_LAC,DPM_LAC
ECB,DPM_MCE_APL,"Mapping of Main category that generates income or expenses, Accounting portfolio",E,DPM_MCE_APL,,DPM_MCE_APL,DPM_MCE_APL
ECB,DPM_CTL_MCG,"Mapping of Collateralisation level, Main category of collateral or guarantee received",E,DPM_CTL_MCG,,DPM_CTL_MCG,DPM_CTL_MCG
ECB,DPM_FLT_FLW,"Mapping of Flows (direction), Flows (type / source / reason)",E,DPM_FLT_FLW,,DPM_FLT_FLW,DPM_FLT_FLW
ECB,DPM_NPE,Mapping of Details on NPE classification,E,DPM_NPE,,DPM_NPE,DPM_NPE
ECB,DPM_PIR,Mapping of Date / period of initial recognition,E,DPM_PIR,,DPM_PIR,DPM_PIR
ECB,DPM_POV,Mapping of Date / period of valuation,E,DPM_POV,,DPM_POV,DPM_POV
ECB,DPM_TIE,Mapping of Time elapsed since initial recognition,E,DPM_TIE,,DPM_TIE,DPM_TIE
ECB,DPM_TYA_F_24.01,Mapping of Type of activity for the template F24.01,E,DPM_TYA_F_24.01,,DPM_TYA_F_24.01,DPM_TYA_F_24.01
ECB,DPM_CNO,Mapping of Controlling and non-controlling owners,E,DPM_CNO,,DPM_CNO,DPM_CNO
ECB,DPM_TRI_F_02.00,Mapping of Type of risk for the template F02.00,E,DPM_TRI_F_02.00,,DPM_TRI_F_02.00,DPM_TRI_F_02.00
ECB,DPM_IMS_F_06.01,Mapping of Impairment status for the template F06.01,E,DPM_IMS_F_06.01,,DPM_IMS_F_06.01,DPM_IMS_F_06.01
ECB,DPM_MCY,Mapping of Main category,E,DPM_MCY,,DPM_MCY,DPM_MCY
ECB,DPM_NAC,Mapping of NACE code counterparty,E,DPM_NAC,,DPM_NAC,DPM_NAC
ECB,DPM_APL,Mapping of Accounting portfolio,E,DPM_APL,,DPM_APL,DPM_APL
ECB,DPM_BAS_MCY_PFS,"Mapping of Base, Main category, Performing status",E,DPM_BAS_MCY_PFS,,DPM_BAS_MCY_PFS,DPM_BAS_MCY_PFS
ECB,DPM_RPR,Mapping of Related parties/Relationships,E,DPM_RPR,,DPM_RPR,DPM_RPR
ECB,DPM_BAS_MCE_MCY_TYA_2.9,"Mapping of Main category, Base, Main category that generates income or expenses, Type of activity for the template 2.9",E,DPM_BAS_MCE_MCY_TYA_2.9,,DPM_BAS_MCE_MCY_TYA_2.9,DPM_BAS_MCE_MCY_TYA_2.9
ECB,DPM_BAS_MCV_MCY_TRE,"Mapping of Base, Main category, (Sub-)Type of expense, Type of remuneration",E,DPM_BAS_MCV_MCY_TRE,,DPM_BAS_MCV_MCY_TRE,DPM_BAS_MCV_MCY_TRE
ECB,DPM_TSA,Mapping of Type of staff  (RF),E,DPM_TSA,,DPM_TSA,DPM_TSA
ECB,DPM_SUB,Mapping of Subordinated,E,DPM_SUB,,DPM_SUB,DPM_SUB
ECB,DPM_BAS_CPS_MCB_MCY_APL,"Mapping of Base, Main category, Counterparty sector, Accounting portfolio, Instrument",E,DPM_BAS_CPS_MCB_MCY_APL,,DPM_BAS_CPS_MCB_MCY_APL,DPM_BAS_CPS_MCB_MCY_APL
ECB,DPM_MCF,Mapping of Hedged or hedging instrument,E,DPM_MCF,,DPM_MCF,DPM_MCF
ECB,DPM_TYH_F_20.01,Mapping of Type of hedge for the template F20.01,E,DPM_TYH_F_20.01,,DPM_TYH_F_20.01,DPM_TYH_F_20.01
ECB,DPM_BAS_MCF_MCH_MCY,"Mapping of Base, Main category, Main category of hedged item, Hedged or hedging instrument",E,DPM_BAS_MCF_MCH_MCY,,DPM_BAS_MCF_MCH_MCY,DPM_BAS_MCF_MCH_MCY
ECB,DPM_MCA,Mapping of Main category of hedging instrument,E,DPM_MCA,,DPM_MCA,DPM_MCA
ECB,DPM_MCE,Mapping of Main category that generates income or expenses,E,DPM_MCE,,DPM_MCE,DPM_MCE
ECB,DPM_REC,Mapping of To be reclassified to profit or loss,E,DPM_REC,,DPM_REC,DPM_REC
ECB,DPM_LTG,Mapping of Litigation status,E,DPM_LTG,,DPM_LTG,DPM_LTG
ECB,DPM_BAS_MCB_MCY_APL_F_42.00,"Mapping of Base, Main category, Accounting portfolio, Instrument for the template F42.00",E,DPM_BAS_MCB_MCY_APL_F_42.00,,DPM_BAS_MCB_MCY_APL_F_42.00,DPM_BAS_MCB_MCY_APL_F_42.00
ECB,DPM_CPS_MCB_MCY,"Mapping of Main category, Counterparty sector, Instrument",E,DPM_CPS_MCB_MCY,,DPM_CPS_MCB_MCY,DPM_CPS_MCB_MCY
ECB,DPM_IMS,Mapping of Impairment status,E,DPM_IMS,,DPM_IMS,DPM_IMS
ECB,DPM_TPD,Mapping of Time past due,E,DPM_TPD,,DPM_TPD,DPM_TPD
ECB,DPM_BAS_MCY_APL,"Mapping of Main category, Accounting portfolio, Base",E,DPM_BAS_MCY_APL,,DPM_BAS_MCY_APL,DPM_BAS_MCY_APL
ECB,DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,"Mapping of Main category that generates income or expenses, Counterparty sector, Type of hedge, Purpose, Instrument, Impairment status for the template APL",E,DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,,DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR,DPM_CPS_MCB_MCE_TYH_IMS_APL_PUR
ECB,DPM_MCV_F_44.03,Mapping of (Sub-)Type of expense for the template F44.03,E,DPM_MCV_F_44.03,,DPM_MCV_F_44.03,DPM_MCV_F_44.03
ECB,DPM_CPS_CPZ_MCY,"Mapping of Main category, Counterparty sector, Size of the counterparty",E,DPM_CPS_CPZ_MCY,,DPM_CPS_CPZ_MCY,DPM_CPS_CPZ_MCY
ECB,DPM_TRI_F_04.03.1,Mapping of Type of risk for the template F04.03.1,E,DPM_TRI_F_04.03.1,,DPM_TRI_F_04.03.1,DPM_TRI_F_04.03.1
