ID,CUBE_MAPPING_ID,MAPPING_ID,VALID_FROM,VALID_TO
253,M_F_11_03_REF_FINREP 2017-A,DPM_RiadCode,1999-01-01,9999-12-31
254,M_F_11_03_REF_FINREP 2017-A,DPM_TYH,1999-01-01,9999-12-31
255,M_F_11_03_REF_FINREP 2017-A,DPM_ValueDecimal,1999-01-01,9999-12-31
256,M_F_04_06_REF_FINREP 2017-A,DPM_BAS_APL,1999-01-01,9999-12-31
257,M_F_04_06_REF_FINREP 2017-A,DPM_CPS_MCY_TMA,1999-01-01,9999-12-31
258,M_F_04_06_REF_FINREP 2017-A,DPM_Entity2,1999-01-01,9999-12-31
259,M_F_04_06_REF_FINREP 2017-A,DPM_Period,1999-01-01,9999-12-31
260,M_F_04_06_REF_FINREP 2017-A,DPM_RiadCode,1999-01-01,9999-12-31
261,M_F_43_00_REF_FINREP 2017-A,DPM_REF,1999-01-01,9999-12-31
262,M_F_43_00_REF_FINREP 2017-A,DPM_RiadCode,1999-01-01,9999-12-31
263,M_F_43_00_REF_FINREP 2017-A,DPM_ValueDecimal,1999-01-01,9999-12-31
264,M_F_02_00_REF_FINREP 2017-A,DPM_BAS_MCY,1999-01-01,9999-12-31
265,M_F_02_00_REF_FINREP 2017-A,DPM_CNO,1999-01-01,9999-12-31
266,M_F_02_00_REF_FINREP 2017-A,DPM_Entity2,1999-01-01,9999-12-31
267,M_F_02_00_REF_FINREP 2017-A,DPM_MCE_APL,1999-01-01,9999-12-31
268,M_F_02_00_REF_FINREP 2017-A,DPM_Period,1999-01-01,9999-12-31
269,M_F_02_00_REF_FINREP 2017-A,DPM_RiadCode,1999-01-01,9999-12-31
270,M_F_02_00_REF_FINREP 2017-A,DPM_TRI_F_02.00,1999-01-01,9999-12-31
271,M_F_02_00_REF_FINREP 2017-A,DPM_ValueDecimal,1999-01-01,9999-12-31
272,M_F_30_01_REF_FINREP 2017-A,DPM_APL,1999-01-01,9999-12-31
273,M_F_30_01_REF_FINREP 2017-A,DPM_BAS_MCY,1999-01-01,9999-12-31
274,M_F_30_01_REF_FINREP 2017-A,DPM_Entity2,1999-01-01,9999-12-31
275,M_F_30_01_REF_FINREP 2017-A,DPM_Period,1999-01-01,9999-12-31
276,M_F_30_01_REF_FINREP 2017-A,DPM_RiadCode,1999-01-01,9999-12-31
277,M_F_30_01_REF_FINREP 2017-A,DPM_RPR,1999-01-01,9999-12-31
278,M_F_30_01_REF_FINREP 2017-A,DPM_ValueDecimal,1999-01-01,9999-12-31
279,M_F_45_03_REF_FINREP 2017-A,DPM_BAS_MCY_APL,1999-01-01,9999-12-31
280,M_F_45_03_REF_FINREP 2017-A,DPM_Entity2,1999-01-01,9999-12-31
281,M_F_45_03_REF_FINREP 2017-A,DPM_Period,1999-01-01,9999-12-31
282,M_F_45_03_REF_FINREP 2017-A,DPM_RiadCode,1999-01-01,9999-12-31
283,M_F_45_03_REF_FINREP 2017-A,DPM_SOL,1999-01-01,9999-12-31
284,M_F_45_03_REF_FINREP 2017-A,DPM_ValueDecimal,1999-01-01,9999-12-31
285,M_F_16_05_REF_FINREP 2017-A,DPM_BAS_MCY,1999-01-01,9999-12-31
286,M_F_16_05_REF_FINREP 2017-A,DPM_Entity2,1999-01-01,9999-12-31
287,M_F_16_05_REF_FINREP 2017-A,DPM_MCE_APL_PLD,1999-01-01,9999-12-31
288,M_F_16_05_REF_FINREP 2017-A,DPM_Period,1999-01-01,9999-12-31
289,M_F_16_05_REF_FINREP 2017-A,DPM_RiadCode,1999-01-01,9999-12-31
290,M_F_16_05_REF_FINREP 2017-A,DPM_ValueDecimal,1999-01-01,9999-12-31
